order_item_id,order_id,product_id,quantity,unit_price,discount,is_return,line_amount
210,88,25,1,282.92,0.05,False,268.774
211,89,72,1,286.08,0.05,False,271.77599999999995
212,89,46,1,397.56,0.0,False,397.56
213,89,93,1,98.57,0.05,False,93.6415
214,90,128,1,686.4,0.05,False,652.0799999999999
215,90,19,1,727.02,0.0,False,727.02
216,90,107,1,963.92,0.05,False,915.7239999999999
217,91,47,1,513.39,0.1,False,462.051
218,92,168,-1,649.6,0.0,True,-649.6
219,92,66,1,447.18,0.1,False,402.462
220,93,1,2,433.54,0.0,False,867.08
221,93,177,1,156.12,0.05,False,148.314
222,93,9,2,66.57,0.0,False,133.14
223,94,277,1,437.32,0.0,False,437.32
224,94,109,2,59.23,0.0,False,118.46
225,95,186,1,290.81,0.0,False,290.81
226,95,143,1,421.93,0.0,False,421.93
227,96,117,1,567.69,0.1,False,510.92100000000005
228,97,4,1,17.97,0.05,False,17.071499999999997
229,97,128,1,686.4,0.0,False,686.4
230,97,208,3,260.07,0.0,False,780.21
231,98,190,1,707.42,0.05,False,672.049
232,98,191,1,457.7,0.1,False,411.93
233,99,2,1,807.37,0.0,False,807.37
234,99,264,1,16.2,0.0,False,16.2
235,100,47,1,513.39,0.0,False,513.39
236,100,7,1,357.42,0.1,False,321.678
237,101,56,-1,186.07,0.05,True,-176.76649999999998
238,101,101,1,488.42,0.0,False,488.42
239,101,28,1,749.19,0.0,False,749.19
240,101,25,2,282.92,0.0,False,565.84
241,102,101,1,488.42,0.0,False,488.42
242,103,255,1,249.2,0.0,False,249.2
244,103,102,-1,396.98,0.1,True,-357.28200000000004
245,104,224,2,23.12,0.0,False,46.24
246,104,181,1,37.18,0.0,False,37.18
247,104,244,1,263.25,0.0,False,263.25
248,104,213,1,111.83,0.0,False,111.83
249,105,249,1,682.27,0.0,False,682.27
250,106,283,1,680.49,0.05,False,646.4655
251,107,34,1,399.8,0.0,False,399.8
252,107,257,1,8.4,0.0,False,8.4
253,107,255,3,249.2,0.0,False,747.5999999999999
254,108,225,1,939.11,0.1,False,845.1990000000001
255,109,77,1,103.53,0.0,False,103.53
256,109,246,1,574.84,0.0,False,574.84
257,109,166,1,278.38,0.0,False,278.38
258,109,264,1,16.2,0.0,False,16.2
259,109,59,-1,287.12,0.0,True,-287.12
260,110,240,1,555.47,0.0,False,555.47
261,111,15,1,536.46,0.05,False,509.637
262,111,280,3,121.8,0.1,False,328.86
263,111,293,1,709.48,0.0,False,709.48
264,111,300,1,133.29,0.0,False,133.29
265,112,261,1,429.63,0.1,False,386.66700000000003
266,112,280,3,121.8,0.15,False,310.59
267,112,71,1,362.18,0.0,False,362.18
268,112,183,1,942.96,0.05,False,895.812
269,112,226,-1,211.98,0.0,True,-211.98
270,113,24,1,696.97,0.0,False,696.97
271,114,207,1,518.71,0.05,False,492.7745
272,115,85,1,530.7,0.0,False,530.7
273,116,26,1,259.69,0.0,False,259.69
274,116,61,1,512.76,0.1,False,461.484
275,116,217,1,479.18,0.0,False,479.18
276,117,284,1,228.9,0.0,False,228.9
277,117,55,2,395.52,0.0,False,791.04
278,117,204,1,578.66,0.05,False,549.727
279,118,136,3,974.39,0.0,False,2923.17
280,118,262,1,214.85,0.0,False,214.85
281,119,183,1,942.96,0.0,False,942.96
282,120,294,3,141.94,0.1,False,383.238
283,120,205,1,367.74,0.0,False,367.74
284,121,270,1,34872.0,0.0,False,34872.0
285,122,58,1,87.55,0.1,False,78.795
286,122,184,1,278.4,0.2,False,222.72
287,122,84,-1,43.2,0.15,True,-36.72
288,122,56,1,186.07,0.0,False,186.07
289,122,1,1,433.54,0.2,False,346.83200000000005
290,123,12,3,156.75,0.0,False,470.25
291,123,155,1,607.36,0.0,False,607.36
292,124,141,1,251.45,0.0,False,251.45
293,124,33,1,217.73,0.05,False,206.84349999999998
294,124,34,2,399.8,0.0,False,799.6
295,125,237,2,335.88,0.0,False,671.76
296,125,227,1,192.19,0.0,False,192.19
297,125,116,2,862.37,0.05,False,1638.503
298,125,193,3,351.11,0.0,False,1053.33
299,126,160,3,150.1,0.0,False,450.29999999999995
300,126,47,1,513.39,0.0,False,513.39
301,127,93,1,98.57,0.05,False,93.6415
302,127,185,1,582.19,0.15,False,494.86150000000004
303,127,23,1,235.35,0.0,False,235.35
304,128,107,1,963.92,0.0,False,963.92
305,128,65,1,460.75,0.0,False,460.75
306,128,29,1,103.82,0.0,False,103.82
307,129,129,1,492.47,0.0,False,492.47
308,129,193,1,351.11,0.0,False,351.11
309,129,286,1,47.93,0.0,False,47.93
310,129,168,2,649.6,0.0,False,1299.2
311,129,160,1,150.1,0.1,False,135.09
312,130,158,2,282.03,0.2,False,451.248
313,130,260,2,619.66,0.0,False,1239.32
314,131,95,2,711.68,0.0,False,1423.36
315,131,56,1,186.07,0.0,False,186.07
316,131,118,3,611.17,0.0,False,1833.5099999999998
317,131,218,1,127.17,0.0,False,127.17
318,132,243,1,746.93,0.0,False,746.93
319,132,35,1,425.48,0.0,False,425.48
320,132,52,1,12.48,0.15,False,10.608
321,133,4,2,17.97,0.2,False,28.752
322,133,243,1,746.93,0.2,False,597.544
323,133,254,-1,286.86,0.0,True,-286.86
324,133,89,1,247.06,0.15,False,210.001
325,133,7,3,357.42,0.0,False,1072.26
326,134,57,3,510.39,0.0,False,1531.17
327,135,198,2,266.02,0.0,False,532.04
328,136,264,1,16.2,0.0,False,16.2
329,136,120,1,146.96,0.15,False,124.916
330,136,138,1,54.35,0.05,False,51.6325
331,136,157,1,701.5,0.0,False,701.5
332,136,75,2,299.66,0.1,False,539.388
333,137,276,1,341.21,0.05,False,324.1495
334,138,125,1,584.13,0.05,False,554.9235
335,138,86,1,443.6,0.0,False,443.6
336,138,285,1,667.54,0.05,False,634.1629999999999
337,139,35,1,425.48,0.0,False,425.48
338,140,118,1,611.17,0.0,False,611.17
339,141,7,1,357.42,0.15,False,303.807
340,141,54,1,679.71,0.05,False,645.7245
341,141,243,1,746.93,0.0,False,746.93
342,141,218,1,127.17,0.0,False,127.17
343,142,108,2,378.75,0.15,False,643.875
344,142,244,1,263.25,0.0,False,263.25
345,142,283,1,680.49,0.05,False,646.4655
346,143,234,3,486.72,0.0,False,1460.16
347,144,218,-1,127.17,0.0,True,-127.17
348,144,32,1,338.4,0.2,False,270.71999999999997
349,145,130,1,454.11,0.0,False,454.11
350,145,277,1,437.32,0.0,False,437.32
351,145,138,1,54.35,0.0,False,54.35
352,146,291,2,19.78,0.0,False,39.56
353,147,291,1,19.78,0.0,False,19.78
354,147,26,1,259.69,0.0,False,259.69
355,147,75,1,299.66,0.1,False,269.694
356,147,118,1,611.17,0.0,False,611.17
357,147,268,1,23.79,0.0,False,23.79
358,148,247,1,708.26,0.0,False,708.26
359,148,152,1,910.86,0.0,False,910.86
360,148,32,3,338.4,0.0,False,1015.1999999999999
361,148,164,1,446.58,0.05,False,424.251
362,149,282,1,280.61,0.0,False,280.61
363,149,162,2,126.53,0.1,False,227.75400000000002
364,149,102,1,396.98,0.2,False,317.58400000000006
365,150,195,1,132.26,0.0,False,132.26
366,150,24,1,696.97,0.2,False,557.576
367,150,217,1,479.18,0.0,False,479.18
368,150,202,3,514.85,0.0,False,1544.5500000000002
369,150,47,1,513.39,0.15,False,436.38149999999996
370,151,138,2,54.35,0.0,False,108.7
371,152,281,1,146.98,0.0,False,146.98
372,152,291,1,19.78,0.0,False,19.78
373,153,285,1,667.54,0.05,False,634.1629999999999
374,153,271,-1,756.22,0.05,True,-718.409
375,154,186,1,290.81,0.0,False,290.81
376,154,194,1,222.76,0.0,False,222.76
377,155,268,1,23.79,0.1,False,21.411
378,155,8,1,295.82,0.0,False,295.82
379,156,262,1,214.85,0.2,False,171.88
380,156,234,1,486.72,0.0,False,486.72
381,157,50,1,240.1,0.1,False,216.09
382,157,75,1,299.66,0.05,False,284.677
383,157,71,1,362.18,0.0,False,362.18
384,158,136,1,974.39,0.0,False,974.39
385,158,54,2,679.71,0.0,False,1359.42
386,159,296,1,361.73,0.1,False,325.557
387,160,176,1,199.39,0.2,False,159.512
388,161,258,1,626.09,0.0,False,626.09
389,161,144,1,299.76,0.0,False,299.76
390,161,265,1,839.64,0.05,False,797.6579999999999
391,161,124,1,640.23,0.2,False,512.1840000000001
392,161,278,3,402.71,0.1,False,1087.317
393,162,31,1,976.57,0.0,False,976.57
394,162,92,2,148.78,0.15,False,252.926
395,162,45,1,511.39,0.0,False,511.39
396,162,23,1,235.35,0.0,False,235.35
397,162,226,1,211.98,0.0,False,211.98
398,163,8,1,295.82,0.0,False,295.82
399,163,45,2,511.39,0.0,False,1022.78
400,164,268,1,23.79,0.0,False,23.79
401,164,212,1,445.65,0.0,False,445.65
402,164,242,2,166.1,0.0,False,332.2
403,165,276,1,341.21,0.15,False,290.02849999999995
404,165,37,1,608.8,0.0,False,608.8
405,165,288,1,515.26,0.0,False,515.26
406,166,269,2,603.81,0.1,False,1086.858
407,166,78,1,213.82,0.0,False,213.82
408,167,281,1,146.98,0.05,False,139.63099999999997
409,167,154,3,115.68,0.0,False,347.04
410,168,71,1,362.18,0.0,False,362.18
411,168,228,3,162.75,0.05,False,463.8375
412,169,82,1,235.49,0.0,False,235.49
413,169,18,1,35.67,0.0,False,35.67
414,169,55,1,395.52,0.05,False,375.74399999999997
415,169,15,1,536.46,0.05,False,509.637
416,169,52,3,12.48,0.2,False,29.951999999999998
417,170,152,1,910.86,0.0,False,910.86
418,171,190,3,707.42,0.0,False,2122.2599999999998
419,171,138,1,54.35,0.0,False,54.35
420,171,1,2,433.54,0.05,False,823.726
421,172,214,2,304.46,0.05,False,578.4739999999999
422,173,178,3,563.12,0.05,False,1604.892
423,173,133,1,479.79,0.15,False,407.8215
424,173,225,1,939.11,0.2,False,751.288
425,173,227,1,192.19,0.1,False,172.971
426,174,15,3,536.46,0.05,False,1528.911
427,174,25,1,282.92,0.0,False,282.92
428,174,111,3,227.31,0.1,False,613.7370000000001
429,175,17,2,953.82,0.0,False,1907.64
430,176,49,3,850.7,0.2,False,2041.6800000000003
431,176,90,3,219.22,0.0,False,657.66
432,177,199,1,51.0,0.0,False,51.0
433,178,281,1,146.98,0.0,False,146.98
434,178,245,1,11506.5,0.1,False,10355.85
435,179,112,1,10.73,0.0,False,10.73
436,179,298,1,238.39,0.2,False,190.712
437,179,11,1,216.27,0.0,False,216.27
438,180,179,2,478.65,0.0,False,957.3
439,181,55,1,395.52,0.0,False,395.52
440,182,49,1,850.7,0.05,False,808.165
441,183,3,1,978.72,0.2,False,782.9760000000001
442,183,212,1,445.65,0.0,False,445.65
443,184,70,1,402.01,0.0,False,402.01
444,185,279,1,226.81,0.1,False,204.12900000000002
445,185,45,1,511.39,0.05,False,485.8205
446,186,124,1,640.23,0.1,False,576.207
447,186,5,2,503.34,0.0,False,1006.68
448,186,267,1,253.7,0.0,False,253.7
449,186,13,1,152.16,0.0,False,152.16
450,186,59,1,287.12,0.0,False,287.12
451,187,87,1,564.0,0.1,False,507.6
452,187,88,1,275.21,0.15,False,233.92849999999999
453,187,64,1,29.71,0.15,False,25.2535
454,188,109,1,59.23,0.0,False,59.23
455,188,161,1,68.77,0.0,False,68.77
456,189,26,2,259.69,0.1,False,467.442
457,189,246,1,574.84,0.1,False,517.356
458,190,261,3,429.63,0.0,False,1288.8899999999999
459,190,261,1,429.63,0.2,False,343.704
460,190,28,1,749.19,0.2,False,599.3520000000001
461,190,245,1,11506.5,0.0,False,11506.5
462,190,151,1,625.19,0.05,False,593.9305
463,191,143,1,421.93,0.0,False,421.93
464,192,185,1,582.19,0.05,False,553.0805
465,193,142,3,717.32,0.05,False,2044.3619999999999
466,193,68,1,133.13,0.0,False,133.13
467,193,66,1,447.18,0.0,False,447.18
468,193,100,1,283.25,0.1,False,254.925
469,193,48,1,231.62,0.15,False,196.877
470,194,119,3,519.85,0.0,False,1559.5500000000002
471,195,37,1,608.8,0.05,False,578.3599999999999
472,196,21,2,614.24,0.0,False,1228.48
473,196,272,1,5.69,0.15,False,4.8365
474,197,78,1,213.82,0.1,False,192.438
475,197,61,1,512.76,0.0,False,512.76
476,198,21,1,614.24,0.05,False,583.528
477,198,44,1,6.81,0.1,False,6.129
478,199,19,1,727.02,0.0,False,727.02
479,200,155,1,607.36,0.0,False,607.36
480,201,61,1,512.76,0.2,False,410.208
481,201,211,1,943.9,0.15,False,802.3149999999999
482,201,285,1,667.54,0.0,False,667.54
483,201,264,2,16.2,0.05,False,30.779999999999998
484,202,209,1,797.01,0.0,False,797.01
485,203,123,2,840.94,0.05,False,1597.786
486,203,145,3,61.15,0.2,False,146.76
487,204,134,3,541.79,0.15,False,1381.5645
488,205,271,1,756.22,0.0,False,756.22
489,205,137,1,316.92,0.0,False,316.92
490,205,289,1,635.36,0.0,False,635.36
491,205,206,1,612.54,0.15,False,520.659
492,206,123,1,840.94,0.0,False,840.94
493,206,139,1,835.42,0.15,False,710.107
494,207,65,1,460.75,0.0,False,460.75
495,207,275,1,82.62,0.0,False,82.62
496,207,157,1,701.5,0.1,False,631.35
497,207,205,1,367.74,0.0,False,367.74
498,208,123,1,840.94,0.15,False,714.799
499,209,63,3,430.39,0.0,False,1291.17
500,210,60,1,148.68,0.0,False,148.68
501,210,29,1,103.82,0.0,False,103.82
502,210,235,1,370.09,0.2,False,296.072
503,210,10,1,309.24,0.05,False,293.778
504,210,254,3,286.86,0.1,False,774.522
505,211,286,1,47.93,0.0,False,47.93
506,211,144,1,299.76,0.0,False,299.76
507,212,255,1,249.2,0.2,False,199.36
508,213,76,1,938.11,0.0,False,938.11
509,213,296,1,361.73,0.05,False,343.6435
510,213,100,1,283.25,0.0,False,283.25
511,213,24,3,696.97,0.05,False,1986.3644999999997
512,214,189,1,24.7,0.0,False,24.7
513,214,19,1,727.02,0.0,False,727.02
514,214,92,1,148.78,0.0,False,148.78
515,214,238,1,192.17,0.15,False,163.34449999999998
516,215,64,2,29.71,0.0,False,59.42
517,215,45,1,511.39,0.0,False,511.39
518,215,63,1,430.39,0.05,False,408.8705
519,216,96,1,682.77,0.05,False,648.6315
520,216,127,1,111.4,0.05,False,105.83
521,217,227,1,192.19,0.05,False,182.5805
522,218,114,2,23.97,0.0,False,47.94
523,218,219,1,211.99,0.0,False,211.99
524,218,204,1,578.66,0.0,False,578.66
525,218,24,1,696.97,0.0,False,696.97
526,219,51,1,863.34,0.0,False,863.34
527,219,182,1,500.91,0.2,False,400.72800000000007
528,220,223,3,57.85,0.1,False,156.19500000000002
529,220,133,2,479.79,0.0,False,959.58
530,220,135,1,550.83,0.0,False,550.83
531,221,55,2,395.52,0.0,False,791.04
532,222,182,1,500.91,0.0,False,500.91
533,223,125,2,584.13,0.05,False,1109.847
534,223,126,1,240.49,0.05,False,228.4655
535,223,140,1,500.02,0.1,False,450.018
536,223,121,1,183.38,0.05,False,174.21099999999998
537,224,7,2,357.42,0.0,False,714.84
538,225,118,1,611.17,0.05,False,580.6115
539,225,198,1,266.02,0.05,False,252.71899999999997
540,225,24,1,696.97,0.0,False,696.97
541,226,220,-1,475.38,0.0,True,-475.38
542,226,176,1,199.39,0.0,False,199.39
543,227,281,1,146.98,0.1,False,132.28199999999998
544,228,82,1,235.49,0.0,False,235.49
545,228,255,1,249.2,0.05,False,236.73999999999998
546,229,221,3,704.75,0.05,False,2008.5375
547,229,291,1,19.78,0.0,False,19.78
548,229,268,1,23.79,0.0,False,23.79
549,230,95,1,711.68,0.05,False,676.0959999999999
550,230,15,1,536.46,0.0,False,536.46
551,230,272,1,5.69,0.0,False,5.69
552,230,181,1,37.18,0.05,False,35.321
553,230,293,3,709.48,0.05,False,2022.018
554,231,97,1,628.48,0.0,False,628.48
555,232,82,1,235.49,0.0,False,235.49
556,233,234,2,486.72,0.0,False,973.44
558,233,26,1,259.69,0.0,False,259.69
559,234,153,1,530.38,0.0,False,530.38
560,234,46,1,397.56,0.0,False,397.56
561,235,209,1,797.01,0.0,False,797.01
562,236,290,1,908.96,0.0,False,908.96
563,236,41,1,376.48,0.05,False,357.656
564,236,71,1,362.18,0.0,False,362.18
565,236,26,1,259.69,0.0,False,259.69
566,236,92,1,148.78,0.0,False,148.78
567,237,41,2,376.48,0.05,False,715.312
568,238,212,1,445.65,0.0,False,445.65
569,238,135,2,550.83,0.15,False,936.4110000000001
570,238,114,1,23.97,0.0,False,23.97
571,238,157,1,701.5,0.0,False,701.5
572,239,231,1,410.59,0.0,False,410.59
573,240,115,1,251.88,0.0,False,251.88
574,241,268,1,23.79,0.15,False,20.2215
575,241,81,1,779.01,0.0,False,779.01
576,242,246,2,574.84,0.0,False,1149.68
577,243,242,2,166.1,0.0,False,332.2
578,243,20,1,548.49,0.0,False,548.49
579,244,115,1,251.88,0.1,False,226.692
580,244,183,1,942.96,0.1,False,848.6640000000001
581,244,237,1,335.88,0.0,False,335.88
582,245,242,3,166.1,0.0,False,498.29999999999995
583,246,185,1,582.19,0.0,False,582.19
584,247,278,1,402.71,0.0,False,402.71
585,248,128,1,686.4,0.0,False,686.4
586,249,231,1,410.59,0.0,False,410.59
587,250,161,1,68.77,0.15,False,58.454499999999996
588,251,46,1,397.56,0.2,False,318.048
589,251,147,1,517.03,0.0,False,517.03
590,251,155,1,607.36,0.0,False,607.36
591,251,275,2,82.62,0.1,False,148.716
592,252,174,1,864.84,0.1,False,778.356
593,252,82,1,235.49,0.0,False,235.49
594,253,294,-1,141.94,0.0,True,-141.94
595,254,226,1,211.98,0.05,False,201.38099999999997
596,254,220,2,475.38,0.0,False,950.76
597,255,178,2,563.12,0.0,False,1126.24
598,255,30,1,477.17,0.05,False,453.31149999999997
599,256,133,2,479.79,0.0,False,959.58
600,256,139,1,835.42,0.2,False,668.336
601,257,298,2,238.39,0.1,False,429.102
602,257,9,1,66.57,0.05,False,63.24149999999999
603,257,68,1,133.13,0.15,False,113.1605
604,257,212,3,445.65,0.0,False,1336.9499999999998
605,257,237,1,335.88,0.2,False,268.704
606,258,94,3,514.73,0.0,False,1544.19
607,258,278,1,402.71,0.15,False,342.3035
608,259,163,1,598.68,0.1,False,538.812
609,260,131,3,797.13,0.05,False,2271.8205
610,261,40,2,171.89,0.0,False,343.78
611,261,25,1,282.92,0.0,False,282.92
612,262,26,1,259.69,0.15,False,220.73649999999998
613,262,233,2,82.49,0.1,False,148.482
614,263,129,1,492.47,0.0,False,492.47
