review_id,product_id,customer_id,rating,review_date,review_text,has_text
152,39,1279,3,2022-04-13,Huge bit its fight since a avoid choice media.,True
153,94,2104,4,2022-09-10,,False
154,63,341,5,2024-01-31,,False
155,283,2465,4,2024-04-28,,False
156,287,1919,5,2023-10-30,Cut difficult participant between music meet wife glass cost.,True
157,40,1411,4,2023-01-14,,False
158,122,1770,2,2024-05-15,Rock as local remain share wait after well lot history practice institution pick have old according.,True
159,100,1812,3,2022-03-02,,False
160,4,2138,4,2023-01-19,Mission task spend easy avoid camera parent what bring truth reason good order often mouth.,True
161,113,2375,2,2024-08-31,,False
162,257,660,5,2023-04-17,,False
163,111,939,3,2023-02-02,Must federal produce condition push wrong state character hospital happy.,True
164,262,2286,4,2022-08-26,,False
165,63,400,4,2024-01-04,Move shake particularly government stop catch large final medical not weight gas difference.,True
166,139,1267,4,2022-06-01,Provide pick across know fear carry technology against environmental little share.,True
167,153,2291,1,2022-04-15,Institution write fight share off how again about site leader rather marriage next.,True
168,212,347,5,2022-06-24,Sure exist every well cover part mean few in drug stuff million picture deal run movie.,True
169,84,851,5,2024-05-21,Blood herself simply move enter firm society coach policy south then force color structure worry.,True
170,73,1757,3,2024-06-15,Huge which although hundred need top adult name establish.,True
171,160,1800,2,2022-11-21,Grow bit develop news much new themselves source form figure spring.,True
172,260,1888,4,2024-04-15,,False
173,37,1501,4,2023-12-28,Down organization list street sea black girl worker door change whether small trip another defense.,True
174,232,1358,5,2023-02-11,Result service idea or thank others population admit why group fall newspaper.,True
175,9,404,1,2022-01-23,Court just must suddenly wrong it notice me look return affect brother line increase poor.,True
176,206,2424,4,2022-02-15,All piece daughter head reach answer even.,True
177,47,2224,4,2022-05-26,Field why capital other analysis low professor western next upon stand.,True
178,70,2015,4,2024-01-30,Close vote help skin call food general our the carry usually should.,True
179,101,95,5,2024-02-20,Voice Congress participant forward democratic play process keep ahead.,True
180,2,650,4,2022-02-04,Film too field eye size head development join color summer stand move fine major.,True
181,194,177,5,2023-12-01,Wide explain rock design coach stock tonight argue.,True
182,200,1730,5,2024-10-29,Hour probably water us attention response line type policy plan.,True
183,15,367,4,2024-09-21,Manager international establish politics rule pay new Republican fly foot Congress protect color success.,True
184,22,1070,3,2022-07-13,Require fine image within foreign happy base at from.,True
185,183,2231,5,2023-02-28,More PM guy out election law especially.,True
186,66,543,5,2023-12-11,Share police ground center just more sea run born smile.,True
187,120,2311,4,2022-07-17,Budget oil reduce woman least employee suggest owner already discuss member air crime morning.,True
188,143,1534,3,2024-03-20,,False
189,139,2088,3,2022-08-19,Bar skin read dream popular truth woman interview also listen movement compare trial.,True
190,276,26,5,2022-01-02,Good company myself cultural expect never contain range.,True
191,232,403,5,2023-09-03,Consider knowledge figure force produce unit rock lot south mention big north.,True
192,52,1100,3,2022-03-25,Green rate could evidence high because look score.,True
193,83,185,2,2023-04-30,Or however usually would difference sport carry painting either.,True
194,210,1587,2,2022-04-25,Pick involve will game participant offer so ready born mother never look.,True
195,97,2327,4,2022-06-06,Admit town strategy raise future believe be organization professional fact explain practice hope save method.,True
196,194,1507,2,2023-01-11,Father seem too prove right old just night theory statement three forget report give mind.,True
197,213,298,5,2023-07-23,,False
198,219,1356,4,2022-01-21,Score successful anything century kid on room participant today suffer stuff star federal music police.,True
199,95,698,5,2024-03-01,Together left unit seek more trouble enjoy forget between entire unit international set civil.,True
200,272,1975,4,2022-07-01,Word bit consider design ahead month game its movie simple official particular worry.,True
201,95,1579,3,2024-07-12,Bag war from activity start scene pay true whom result picture cold black life another.,True
202,122,212,3,2023-09-19,Challenge technology under one determine smile become stop finish mean seem senior.,True
203,146,1795,5,2024-10-15,Which activity structure five call house second business offer skin bag eat tax call.,True
204,36,2294,5,2022-07-31,World film position firm building rich amount arrive most step something talk response amount foreign.,True
205,156,1188,4,2023-08-03,Federal research deal attorney gas recent skin many here.,True
206,195,1413,1,2024-12-01,,False
207,217,491,5,2024-05-07,Cause key describe give result husband early good sometimes art according free focus.,True
208,212,1193,4,2024-06-07,Bed plan factor program beat free history heart once nothing ground smile break.,True
209,189,1975,5,2024-07-31,Face hotel quickly amount care meet drive main lead talk name instead.,True
210,227,2406,2,2022-04-06,,False
211,18,1413,4,2024-02-06,Important gas economic computer bank southern eight stage raise baby throw perhaps.,True
212,139,682,5,2022-06-08,,False
213,5,1124,1,2024-06-17,Where follow through friend the play federal stock amount health buy country nice ability.,True
214,206,809,4,2024-03-28,Woman across central information instead value meeting bill plant put law more often option.,True
215,116,2499,5,2023-12-07,Unit offer offer and manager employee series true team phone.,True
216,139,117,4,2022-12-19,Now community Mr teach voice meeting she.,True
217,242,1283,5,2024-09-06,Senior go talk down story forget security law suffer but entire cultural.,True
218,6,125,4,2023-01-20,South whether world small serious stuff star simply she along figure decade mean.,True
219,124,2107,4,2023-05-01,Top medical day like prepare grow mention run Democrat exist little add economy discussion across.,True
220,188,2050,5,2023-11-05,,False
221,21,1680,5,2023-07-24,,False
222,100,595,5,2023-08-19,Performance both week cover stay them wide.,True
223,67,1285,4,2023-02-27,Nation how give skin wide under attack suggest television.,True
224,253,2162,5,2022-06-01,,False
225,41,957,4,2024-09-19,Thus particularly right green left account serious at argue real.,True
226,134,222,5,2022-12-29,Stuff evening north city he sit style poor arrive lot pattern better plant certain seek name.,True
227,11,1886,5,2023-10-06,Agreement room newspaper character hope eight value imagine contain health yeah success soldier control.,True
228,62,1493,5,2023-11-26,,False
229,227,2445,4,2022-09-17,,False
230,95,301,4,2023-08-31,Enter three population degree information blue stock.,True
231,69,1733,4,2023-11-09,Along figure moment between high anyone activity.,True
232,169,603,5,2024-04-06,,False
233,53,908,5,2023-05-27,Human reason college various charge along organization single door throw increase career number cultural when.,True
234,159,1565,5,2024-12-18,,False
235,31,1279,4,2024-10-03,,False
236,44,446,3,2024-03-07,All fund little fine art manager carry western none activity sometimes democratic left couple single pressure.,True
237,279,1685,5,2023-04-06,Civil board music herself among meeting this pretty many.,True
238,213,384,5,2022-12-27,,False
239,230,523,3,2022-06-16,Build sound effect thank report evidence imagine born many.,True
240,117,351,5,2024-04-20,,False
241,225,2342,5,2023-10-29,Cold space who listen according either each approach within stay service fall skill total contain.,True
242,68,2104,2,2023-03-17,Behavior however century Congress treat establish bank west trial.,True
243,299,1798,5,2024-10-08,On figure statement something listen Congress pay.,True
244,252,1742,5,2023-07-20,,False
245,140,1746,2,2024-01-04,Purpose inside personal firm different candidate important prepare owner feel.,True
246,201,2008,4,2024-05-04,,False
247,127,713,2,2022-01-22,Agency wife care way still grow music born already black offer book western Mr two.,True
248,194,11,3,2023-10-11,Color involve thing year reflect run sort those.,True
249,232,426,3,2023-03-08,Look into these wonder purpose camera less yourself traditional matter especially.,True
250,220,851,4,2022-02-18,Else memory discuss start newspaper become north occur make people note beat feeling anyone.,True
251,201,1018,5,2023-10-27,Say shake value shoulder wall cut part room campaign culture for discover music member establish.,True
252,30,1561,2,2024-05-07,Mean bring off month five it challenge.,True
253,246,1160,4,2022-10-25,Collection young current risk rather sea term.,True
254,240,2039,3,2025-01-01,Total ability decade design article adult million eat factor research idea dream.,True
255,68,1111,4,2023-04-23,Partner about minute should nothing bed edge image.,True
256,5,2372,5,2024-08-20,Age western sure his send physical star.,True
257,183,1989,2,2022-03-05,Rate cut lead story pull war officer least respond.,True
258,285,1104,4,2023-08-12,,False
259,190,1178,2,2024-11-13,Hold my run feel writer week wall.,True
260,91,54,5,2024-01-19,Interesting yourself home American age others subject operation everyone despite its three rich each knowledge.,True
261,63,606,2,2022-02-17,Model be begin page position reason form center.,True
262,270,682,5,2023-04-22,While finally win country employee summer activity guy food dream include air focus want parent.,True
263,127,868,5,2023-01-14,Exist three event identify kid respond believe nearly environment popular administration.,True
264,196,1056,5,2022-11-24,Relationship much before medical turn present message others short.,True
265,119,1685,4,2023-06-21,Chance three cell most may attorney energy.,True
266,95,889,4,2024-05-16,Toward life smile grow wife in civil us general lawyer across beautiful.,True
267,61,1113,3,2023-09-23,Behind sign wear necessary forward near rather voice pick skill window generation adult program throughout boy.,True
268,62,2019,4,2022-11-05,,False
269,136,950,5,2022-01-14,Article own despite enough impact approach campaign.,True
270,96,1565,3,2024-07-31,Mission leader ahead rich second compare worker camera same understand.,True
271,174,1753,4,2023-12-21,Attention become ahead toward water resource activity save itself foot what sign room.,True
272,22,1408,5,2023-09-29,,False
273,205,518,2,2023-06-04,Fine rise wife figure concern certain key would system feel stay.,True
274,234,2021,5,2022-11-04,Blood because door hand rest sometimes work.,True
275,138,670,4,2023-12-25,,False
276,51,2496,4,2022-05-04,Man chance dog next instead make important college vote series see.,True
277,31,340,5,2023-04-24,Step property consumer laugh about hot industry speak various.,True
278,140,1079,5,2024-01-30,,False
279,256,416,3,2024-08-08,Well task everybody baby unit these this impact nation member such so fall.,True
280,256,1137,5,2024-08-22,Stop production official police gun already window board member may low feeling certainly dog.,True
281,149,2145,3,2024-05-22,Speech film film information school her charge book beautiful so item.,True
282,67,1666,5,2024-05-13,Painting seem clear either size admit hundred real song poor because.,True
283,34,1278,1,2024-04-01,Big report manage crime nearly most less able protect.,True
284,232,1422,1,2023-12-06,Fill front only explain themselves me condition ask might only.,True
285,83,159,4,2023-09-23,,False
286,230,354,5,2024-12-17,Mr year if term adult suggest staff year consider claim there financial prevent.,True
287,151,676,4,2024-08-14,Bank risk east ahead remain anything particularly week interest statement dream.,True
288,166,256,4,2024-01-01,Beyond role the his would dark artist recognize bit.,True
289,8,2032,3,2023-06-05,,False
290,274,1997,5,2024-10-15,Nearly or page when bag space allow actually fear view spend drive seek many.,True
291,222,1654,1,2022-04-14,Operation level present increase sit bit piece hold.,True
292,156,2085,5,2022-04-20,Set vote raise pattern seem anything medical better possible.,True
293,138,1888,4,2022-12-06,Start forget half act build deal join development morning relationship against two newspaper put.,True
294,126,735,5,2023-04-07,Mission about case life set resource life watch black agree real book past.,True
295,1,1395,4,2023-10-18,,False
296,224,2173,5,2024-01-29,Candidate dark other serve plant his loss simple movement.,True
297,253,89,3,2023-03-11,,False
298,117,655,5,2024-03-07,Fund dinner language information tell tonight according sometimes natural purpose respond hand goal term.,True
299,157,1929,3,2023-05-08,All college either test create should degree house control wife business one smile his.,True
300,38,1589,5,2022-02-06,,False
301,59,559,4,2023-12-19,,False
302,21,91,4,2024-07-12,Necessary suggest employee project after song radio ground join real early sure.,True
303,253,1565,3,2022-05-18,Recent vote wall become area break image fear certain authority lose act.,True
304,250,1172,3,2024-04-15,Hair without western possible short throughout church summer reflect reason.,True
305,150,617,4,2022-01-10,Mrs develop carry my fall at age feeling blue interesting speak avoid administration teach another big.,True
306,242,1299,4,2024-08-20,Help rest shake research writer recognize identify some.,True
307,45,132,5,2023-08-04,Property very television discussion nearly behavior for star they everybody.,True
308,93,1402,4,2022-03-08,,False
309,159,634,3,2024-12-14,,False
310,233,237,5,2024-09-10,Inside shoulder choice measure space skin talk business line necessary fly share ten carry.,True
311,208,1956,5,2022-12-07,Town traditional forget better doctor head none media.,True
312,75,2211,4,2024-03-30,Gun choice take police several speech left dinner himself child skill itself.,True
313,50,129,3,2024-08-12,Sign institution leg center group kid agree data step less gun south.,True
314,227,1269,3,2023-05-12,Mother political discover professor article best fish without morning simply thousand fast authority feeling.,True
315,227,53,3,2024-01-21,Relationship public himself class common employee seem rate idea challenge late never.,True
316,157,49,4,2023-01-08,Young large investment carry knowledge throughout raise century watch teacher relationship.,True
317,141,67,4,2022-08-20,Decade nature TV live reality group by throw issue mean little appear.,True
318,178,2211,4,2024-05-17,Something military very year option do arm.,True
319,166,1323,4,2023-05-03,,False
320,21,2207,5,2023-09-04,Sister since employee get agent modern strong sign listen officer score whatever.,True
321,172,1152,4,2024-08-22,Other last week simply fire radio scene in around list other leg.,True
322,69,930,4,2023-01-23,,False
323,252,2483,4,2023-05-10,General city sure only television drop sit employee suddenly local team see.,True
324,98,2444,5,2023-03-27,Lay deal arrive compare want chair billion seven structure.,True
325,177,1284,3,2022-04-07,Prepare majority parent why blood clearly single citizen third head eye student.,True
326,67,204,5,2023-04-11,,False
327,30,1319,3,2024-05-12,Officer discussion hear vote structure western account once southern cost together section yet.,True
328,75,739,5,2022-02-04,Some add you three continue however many back institution agent author let thought affect democratic.,True
329,172,2279,5,2022-12-12,Hundred create thought always garden action allow on.,True
330,30,300,1,2024-01-17,Continue strong contain true heavy difference both space civil everything.,True
331,222,1714,2,2024-09-27,,False
332,21,1221,5,2022-08-29,Item drop new music when allow huge upon employee choose glass rock stage.,True
333,111,1091,2,2022-01-25,Foot recognize despite painting camera red yard manage must beautiful thus brother hold girl answer.,True
334,50,16,3,2023-03-09,Stage arrive store responsibility laugh position station law coach popular green day majority perhaps phone.,True
335,282,1328,2,2023-10-24,Age reveal media national feeling able security year send suffer against and.,True
336,81,2280,5,2023-06-23,,False
337,196,14,5,2024-09-22,,False
338,251,1669,5,2024-09-10,Professor two north success commercial another control.,True
339,285,991,5,2023-08-06,Tough since war think draw allow else occur.,True
340,214,1143,5,2024-12-28,,False
341,294,2125,5,2024-04-08,Once community church whatever easy community whatever.,True
342,227,1975,4,2022-11-04,Group American special town south general wind box those difficult.,True
343,146,124,4,2022-01-23,Exist someone raise almost talk ok spend speak expect situation perhaps sense.,True
344,75,1956,3,2024-12-29,Cover class sure hour clear interview account Mr get second.,True
345,2,249,4,2022-04-25,Yourself discover call whole especially establish class often know four out fine themselves over care.,True
346,263,766,4,2023-08-08,,False
347,128,1553,5,2022-05-13,Brother drug market cup loss finally he civil.,True
348,264,1408,5,2023-11-29,Himself other term political not top game.,True
349,225,2001,1,2022-12-08,,False
350,5,62,2,2022-06-09,One Congress land reflect between head reveal campaign.,True
351,291,1252,5,2024-03-10,,False
352,40,2062,5,2023-01-11,Talk ever five property meet truth edge bill town red three international large.,True
353,219,453,5,2023-06-25,Ago number citizen score mouth environmental themselves establish course relate.,True
354,21,2396,4,2022-11-04,Government discover forward act behind decide sign beyond.,True
355,237,886,5,2024-03-05,Federal program any surface magazine option point end.,True
356,158,2223,5,2024-09-30,Wind hear scientist team check behavior nation remain effect something focus use social opportunity save wide.,True
357,57,471,5,2023-10-13,,False
358,108,1448,5,2023-12-28,Sign low among manage him off which thing serious open worry.,True
359,270,1492,3,2024-06-27,,False
360,36,2168,4,2022-11-07,Great group pay arm future respond program whether ever third four me six.,True
361,9,874,5,2024-05-22,Most stop must win fly join soldier career small adult meet huge by once collection.,True
362,200,526,5,2023-08-13,,False
363,269,1957,4,2023-05-30,Under television point five health size hot new common thank across.,True
364,244,2090,2,2024-11-17,,False
365,234,1412,5,2022-04-16,,False
366,241,1309,5,2022-06-06,Mouth good somebody value if series writer language.,True
367,30,2271,4,2023-05-27,In open edge Congress actually surface college class two beautiful now company activity add reduce.,True
368,10,2338,4,2022-01-25,Hour story kitchen care huge energy store garden stuff while guess create at.,True
369,156,929,4,2023-01-11,,False
370,262,173,5,2023-12-11,Positive affect discuss avoid say base detail have customer people care.,True
371,42,2388,5,2022-12-08,Student behavior wear develop system reason information again more left probably.,True
372,233,1107,1,2023-11-28,Hundred hundred type security store area wish that hospital despite moment vote.,True
373,224,1873,3,2024-12-03,,False
374,51,1409,4,2022-06-08,Address for leg customer interest know international.,True
375,199,1403,4,2022-11-11,Tax pull day test cup improve actually view pay.,True
376,54,599,5,2022-05-16,Republican whole federal voice resource home everybody stage break see least.,True
377,174,2156,4,2022-10-30,Like thus model live inside truth all teach decade economy factor perhaps and everyone.,True
378,300,915,5,2024-08-14,Speak list teach beyond nearly after beautiful suffer people north common recently American.,True
379,47,1021,5,2022-06-25,Expert despite film sign back many despite generation sit.,True
380,91,350,5,2023-09-19,,False
381,108,1095,5,2023-04-10,May home eight now young close them significant have different.,True
382,122,16,5,2023-04-26,Individual nothing exactly life cup its relationship as activity.,True
383,34,1739,5,2024-04-03,Other dinner themselves personal fine score environmental.,True
384,128,630,4,2024-04-24,Hospital everything fly operation administration something ok detail.,True
385,275,1895,4,2022-09-30,Back public anyone major positive improve behind develop measure trade energy defense anything road bank.,True
386,7,1218,4,2024-01-26,Successful white goal indeed to support capital theory sense identify under top site happy.,True
387,42,2340,5,2023-11-27,,False
388,221,2097,4,2024-08-02,Think beautiful head military participant almost art laugh under cold successful.,True
389,71,280,5,2024-07-12,Since final American lawyer subject no after.,True
390,140,1582,3,2023-03-04,Guy send into front already relationship know trip option early.,True
391,288,573,5,2023-09-08,How popular program against identify red thought.,True
392,76,749,5,2024-07-13,Nature career same inside thousand little off example ball.,True
393,36,153,4,2022-04-24,Side laugh positive issue design service put.,True
394,222,1910,4,2023-08-19,Hit seem of daughter quite college middle.,True
395,29,915,5,2023-05-10,Than mean loss hundred score fire yes follow against provide few catch stock reason around possible.,True
396,165,445,5,2024-10-10,Institution record back ten radio kind imagine day stuff several I clear us put they.,True
397,79,2023,5,2023-04-25,Court special ok short meeting past pull note movie civil build child reflect whole.,True
398,110,1085,4,2024-04-04,Significant do bed scene two move state final energy if.,True
399,36,978,4,2023-08-06,,False
400,245,235,5,2024-10-16,,False
401,138,2153,4,2023-04-12,Citizen deal receive movie west doctor this push down force reach.,True
402,279,330,4,2022-03-18,Realize both grow not without last yes out as future Mrs couple happy you most when.,True
403,279,2022,5,2024-04-24,Discussion tree score everyone skill speech recently situation really state away.,True
404,287,2171,2,2022-01-16,Born likely team accept plant west even develop box third month tell serve TV bill.,True
405,167,50,5,2023-06-07,,False
406,196,1556,5,2024-02-04,Think ok reveal center sure memory forget current large another live.,True
407,237,2112,5,2023-09-28,With include fear land answer all pick all political term teacher lawyer I more over increase.,True
408,10,350,4,2024-01-05,Prepare side strategy successful for water produce affect challenge.,True
409,63,23,5,2023-09-17,Process whole week contain positive place become industry able view rate rest this his.,True
410,265,1386,4,2022-01-28,Commercial line hot administration almost card admit person.,True
411,85,1857,4,2022-09-19,Arm serious compare type create top enough especially for organization picture contain education your.,True
