product_id,mean_daily_demand,std_daily_demand,stock_units,p_stockout,recommended_reorder_point
227,1.293103448275862,0.621504137250493,301.0,0.0,23
228,1.393939393939394,0.6766157386647593,467.0,0.0,25
229,1.3404255319148937,0.7305922476850054,383.0,0.0,25
230,1.3235294117647058,0.6334265137928535,261.0,0.0,24
231,1.3768115942028984,0.6881657049800262,44.0,0.0,25
232,1.3134328358208955,0.6561816827096398,59.0,0.0,24
233,1.2542372881355932,0.5443509371017501,106.0,0.0,22
234,1.280701754385965,0.6479193612995888,422.0,0.0,23
235,1.271186440677966,0.5822225097395819,477.0,0.0,23
236,1.3653846153846154,0.7147972742589918,218.0,0.0,25
238,1.3571428571428572,0.6446583712203042,35.0,0.0,24
239,1.4444444444444444,0.7181387543088393,386.0,0.0,26
240,1.3658536585365855,0.7936817647847793,223.0,0.0,26
241,1.3035714285714286,0.5366442145285953,398.0,0.0,23
242,1.3043478260869565,0.6015750851890431,281.0,0.0,23
243,1.3793103448275863,0.6965475313285369,467.0,0.0,25
244,1.4137931034482758,0.7017392617849956,58.0,0.0,26
245,1.206896551724138,0.48697493323777546,354.0,0.0,21
246,1.267605633802817,0.5333920155509654,339.0,0.0,22
247,1.2857142857142858,0.5800047671820612,359.0,0.0,23
248,1.4202898550724639,0.7154964771864045,137.0,0.0,26
249,1.3780487804878048,0.6963794180526756,129.0,0.0,25
250,1.3174603174603174,0.8948850498428027,245.0,0.0,26
251,1.3833333333333333,0.8252717408997376,34.0,0.0,26
252,1.3088235294117647,0.6290801847468164,443.0,0.0,24
253,1.2972972972972974,0.8063061339444411,232.0,0.0,25
254,1.320754716981132,0.6131126419803856,261.0,0.0,24
255,1.435483870967742,0.6923698372538107,198.0,0.0,26
256,1.2790697674418605,0.6296477244629517,114.0,0.0,23
257,1.323076923076923,0.6151141232449346,434.0,0.0,24
258,1.2571428571428571,0.5017567482042767,413.0,0.0,22
260,1.4507042253521127,0.9678951004903991,185.0,0.0,28
261,1.5151515151515151,0.7283791118203009,54.0,0.0,27
264,1.3174603174603174,0.5629816024438277,91.0,0.0,23
265,1.3529411764705883,0.7074171199248535,321.0,0.0,25
266,1.289855072463768,0.5714133477450843,198.0,0.0,23
267,1.3278688524590163,0.6511863910179592,371.0,0.0,24
268,1.2459016393442623,0.5673252360835606,214.0,0.0,22
269,1.4603174603174602,0.6432126228850047,404.0,0.0,26
270,1.2777777777777777,0.5961089765719734,16.0,0.8016,23
271,1.303030303030303,0.6317179743110046,283.0,0.0,23
272,1.4852941176470589,0.9059117129205653,422.0,0.0,28
273,1.2363636363636363,0.5078508224985542,85.0,0.0,22
274,1.5217391304347827,0.7785487187176404,27.0,0.0233,28
275,1.484375,0.7764834752276363,221.0,0.0,27
276,1.2987012987012987,0.5634698671468614,370.0,0.0,23
278,1.373134328358209,0.714266330421227,176.0,0.0,25
279,1.3972602739726028,0.6612220594264426,209.0,0.0,25
280,1.3125,0.6393200753379786,336.0,0.0,24
281,1.3114754098360655,0.6465545505873777,59.0,0.0,24
283,1.2571428571428571,0.5017567482042768,194.0,0.0,22
284,1.2708333333333333,0.6437781874294353,303.0,0.0,23
285,1.2121212121212122,0.48086945342310033,124.0,0.0,21
286,1.3150684931506849,0.6846879323370432,157.0,0.0,24
287,1.4035087719298245,0.8207063404428577,336.0,0.0,26
288,1.2121212121212122,0.41194292043554975,161.0,0.0,21
289,1.2753623188405796,0.6155833668159223,28.0,0.0,23
290,1.3846153846153846,0.6613665636569319,97.0,0.0,25
291,1.3166666666666667,0.6241378234003048,281.0,0.0,24
292,1.2432432432432432,0.5924365941638022,196.0,0.0,22
293,1.4776119402985075,0.7458614900097145,305.0,0.0,27
295,1.403225806451613,0.7779687173818423,365.0,0.0,26
297,1.34375,0.5967837075949658,423.0,0.0,24
298,1.3088235294117647,0.6748654468695238,281.0,0.0,24
299,1.3428571428571427,0.6996005959037055,85.0,0.0,25
300,1.3676470588235294,0.6670141032030863,0.0,1.0,25
